Date/Time,Media Description,Media Link
"You uploaded a feed document on March 5, 2025 at 3:20 PM (GMT)","7 game-changing mental models for engineering managers:

?. ?????????

Invert the problem to look at the opposite perspective. List all the things that should be avoided.

For example: Instead of thinking about how to cooperate with other teams better, focus on things that should be done to make it worse (and then invert).

?. ???????

Your tendency to resist changes and keep doing things in the same way. Think where it hurts you

For example:
You don?t have team meetings because you just never did.

You don?t try to play with AI tools because you like your old code editor.

?. ??????-????? ????????

Consider more than just one immediate result of your decisions.? 

Ask ?And then what??

For example: You need to push feature for a demo. and decide to do it fast, without tests:
First-order consequences: it works during the demo.
Second-order consequences: different parts of the app break and the demo is ruined.

?. ???????

Every system you have will eventually degrade if you don?t take action.

For example: 
-Your codebase is going to get worse and worse without proper maintenance, as its complexity increases.

-Your team trained in security measures (or any kind of best practices). 6-months later, security is all but ignored. 

?. ???????? ?????

?Never attribute to malice that which is adequately explained by stupidity.? - In other words, assume good intentions.

For example: The business team promised a feature that is impossible to deliver - do you assume they want you to fail? Or maybe they just don?t understand the app?


?. ???????????

Where does it all fail? Usually in the most vulnerable part - the bottleneck.

For example:
-There might be one great engineer who holds all the knowledge - if they leave, it could significantly slow down your work.

-You might be a bottleneck - your capacity is limited, and if everything in your team goes through you, you become the limiting factor.

?. ?????????? ??????

Activation energy is a concept drawn from chemistry, where a certain amount of energy is needed to start a reaction.

For example: 
-The onboarding process is costly and takes a lot of time to get new engineers up to speed. When activation energy is high, people are reluctant to hire more.
 
To help with this, make sure to improve the process incrementally with each new engineer on-boarded.


P.S.: Which of these would have saved you the most pain in your management journey? Share below ?

?? ??? ??????? ??? ????, ??? ???? ?????? ???? ??? ???? ??????? ?? Micha? Poczwardowski:
https://lnkd.in/dpSuvfhA",https://media.licdn.com/dms/document/media/v2/D4D1FAQEdPwApyTRFNQ/feedshare-document-pdf-analyzed/B4DZVm5R6hHAAg-/0/1741188058117?e=1777636800&v=beta&t=hS-8zNneH6JZCkJqWDW2j9rpOE4BuIxpg6oA2arzU3M
"You uploaded a feed document on March 5, 2025 at 3:20 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D4D1FAQEZVY9tSvmbXw/feedshare-document-url-metadata-scrapper-pdf/B4DZVm5R3YGkA0-/0/1741188057924?e=1777636800&v=beta&t=KymS7RjNAdLvhP_U33Dsw73cJiSEeMn1trXjQ3Vl_Vw
"You uploaded a feed document on March 5, 2025 at 3:20 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D4D1FAQG4DzijR33NAQ/feedshare-document-pdf-analyzed/B4DZVm5OnTHkAg-/0/1741188044688?e=1777636800&v=beta&t=5fELm9DVnAP4MkRYAaxd0xvJPGr45AOjI7Kvy3UE0mM
"You uploaded a feed photo on March 2, 2025 at 9:49 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEorvmZxfDYFw/feedshare-shrink_2048_1536/B4DZVWQqm8G4Ao-/0/1740908964989?e=1778716800&v=beta&t=uzPqGDB4XviSgas6HQl_j_lx8RFmBqQDPnut21RXkiE
"You uploaded a feed document on March 2, 2025 at 9:43 AM (GMT)","10 things I wish I was told before becoming a manager:

(and would have saved me a lot of pain)

1. Don't ignore bad behaviors. You'll always regret it.
2. You should not try to make everyone love you.
3. It's lonely. You'll miss being part of the team.
4. You'll feel completely overwhelmed. It's ok. 
5. Not every principle is worth fighting for.
6. Systems are only good up to a point. 
7. Your manager is a critical asset. 
8. Help your peers succeed. 
9. Listen to your gut. 

And last:
10. Ask yourself every week: ""Do my people enjoy coming to work every morning?"". 

The transition from an engineer to a manager is HARD.

Don't beat yourself up. 

It gets better with time.

?? Repost to help other Engineering Managers
? Follow Anton Zaides for more. 

?.?: ????? ???? ?? ??? ???????? ?? ??? ?????? :)
???????? ?? Dora Vanourek'? ?????????.",https://media.licdn.com/dms/document/media/v2/D4D1FAQFfbesbjtkbSA/feedshare-document-chunked-pdf/B4EZfO.XJZHcAE-/0/1753211398985?e=1777636800&v=beta&t=t32f1mkBW3V1Zsk3h3utNwDHURf2HuMt06Q6PFWsrVA
"You uploaded a feed photo on February 20, 2025 at 8:31 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHfJYipVxPMKA/feedshare-shrink_2048_1536/B4DZUie5TjGcAo-/0/1740040280291?e=1778716800&v=beta&t=TKqeo67AasAVx7n6VjG32Dy6ueRR93FpLlRZiz-VKGw
"You uploaded a feed photo on February 15, 2025 at 12:41 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFFtahm5pJ_7w/feedshare-shrink_2048_1536/B4DZUJoGlDHkAo-/0/1739623263509?e=1778716800&v=beta&t=dgGvKqaUx6iMBh-X_0wWaUR5aqIQYQRmuY5iYzSEY4A
"You uploaded a feed photo on February 13, 2025 at 8:37 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHj9ihWjEkNgA/feedshare-shrink_1280/B4DZT.dFmCGkAo-/0/1739435826027?e=1778716800&v=beta&t=VVuJE9bDOs0Ln2G1cgT2ryMD-up6b-J5xh3yvgZwlo0
"You uploaded a feed photo on January 18, 2025 at 8:34 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH9DH9kEmpPdg/feedshare-shrink_1280/B4DZR4jEDrHIAk-/0/1737189246594?e=1778716800&v=beta&t=cOLKd4Z7AF8tQIvNfIYFiC2IvJRC57PLKaQuEwUmgrA
"You uploaded a feed photo on January 17, 2025 at 8:42 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGRAtzM167p2Q/feedshare-shrink_160/B4DZRzbgXyHUAc-/0/1737103379086?e=1778716800&v=beta&t=GTFCP_0L_o6iLs63moh0xt_4eYe10MvcysKxoAiU8Ag
"You uploaded a feed photo on January 16, 2025 at 9:07 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGqJzwRuVGSMg/feedshare-shrink_20/B4DZRuXgbeHYAs-/0/1737018444097?e=1778716800&v=beta&t=3v_8UHMRgxOXXwAc7szsDMZ7ja1Kmra06ZBPgsVdXiw
"You uploaded a feed photo on January 14, 2025 at 8:30 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH-hI7uKFbjaQ/feedshare-shrink_2048_1536/B4DZRj7yVGGUAo-/0/1736843405198?e=1778716800&v=beta&t=adgXji0NjAYm-_D-o_5rQ39xjDXVna4Wgx9IL4DadNA
"You uploaded a feed photo on January 8, 2025 at 8:21 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFn7r_OCEGAvQ/feedshare-shrink_20/B4DZRFAXyvHMAs-/0/1736324515551?e=1778716800&v=beta&t=-Z3cLrDwj983rjJ_Nrlk1x34Oh9gDMIbdlqmEpwY1po
"You uploaded a feed photo on January 7, 2025 at 8:18 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGMWdiJigYrRw/feedshare-shrink_160/B4DZQ_18u_HYAg-/0/1736237895300?e=1778716800&v=beta&t=7Zq3k34cEFLLz_q83lH4eKjWA0ctigGb44K7CNhFVws
"You uploaded a feed photo on January 4, 2025 at 2:53 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGiFzVy5VWQWQ/feedshare-shrink_1280/B4DZQxzkUYG0Ak-/0/1736002389663?e=1778716800&v=beta&t=dJuFr0ZqNFf6qR4nS0T0UpsYHD5K4kVjkd85RZnGuew
"You uploaded a photo on January 2, 2025 at 7:50 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQFEdlrC5eIOSA/comment-image-shrink_8192_1280/comment-image-shrink_8192_1280/0/1735804234058?e=1777636800&v=beta&t=V6kTZmB_6VQtchWjRLsN-hzynhW1mflyGNwVLKPa89I
"You uploaded a feed photo on December 29, 2024 at 6:39 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGPmJvyB7pnBw/feedshare-shrink_1280/B4DZQRJHUwG0Ak-/0/1735454390399?e=1778716800&v=beta&t=u_DS-1cgisr4o4nVYD6UJ72PCha_ATKPAZwuuAXMFMo
"You uploaded a photo on December 28, 2024 at 7:14 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQHN7UBngiSJQA/comment-image-shrink_8192_1280/comment-image-shrink_8192_1280/0/1735413292611?e=1777636800&v=beta&t=8gR6wl7rgXSVHdmKpnW-Zr0OIHQe_rQfP_2EO9ef388
"You uploaded a feed photo on December 21, 2024 at 1:54 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGTdJ9U2LRdmQ/feedshare-shrink_800/B4DZPpf1qhGUAg-/0/1734789260666?e=1778716800&v=beta&t=BRMuJb3HuO5kP64C07ihsH3X6d2HdpO_3p0ocW7-ouk
"You uploaded a feed photo on December 20, 2024 at 12:22 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH3jbCJVODkYw/feedshare-shrink_160/B4DZPkBSGyGkAg-/0/1734697362333?e=1778716800&v=beta&t=ONr6o03QGJ-t2-gE8k2Z8QdQbiX5pcbBQhynqsiPoz0
"You uploaded a feed photo on December 19, 2024 at 6:20 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEKDRAbcozagw/feedshare-shrink_20/B4DZPdk4mEGgAs-/0/1734589254793?e=1778716800&v=beta&t=f6OrzbcTeBUnYansVagPt6s-SLAVjzM925Hshsl6QBw
"You uploaded a feed photo on December 16, 2024 at 8:15 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEDA_W2kB9fzQ/feedshare-shrink_2048_1536/B4DZPOiVMMGUAo-/0/1734336926883?e=1778716800&v=beta&t=8DVWVKNQXXqUFUAUPqh8cvFkHfdzlDtO6ClTZCVfo_E
"You uploaded a feed photo on December 14, 2024 at 10:54 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH85KYnaTAU8A/feedshare-shrink_480/B4DZPEzpAAGUAY-/0/1734173692295?e=1778716800&v=beta&t=dlLDMpQ7nRTJsIrpk5nBq0ZWd1dhW5VjCXBQDw_U_AM
"You uploaded a feed photo on December 10, 2024 at 9:18 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4E22AQE7fzMOAbGjdQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1733822318772?e=1778716800&v=beta&t=R2pIBVs5m9QmEl_-kKRdxX3DMhCK9dXKS_JPvmaBtls
"You uploaded a feed photo on December 7, 2024 at 10:42 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4E22AQH1G4-oQJD0HA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1733568136497?e=1778716800&v=beta&t=r3hVt5rTfg-3BFbZ9YwsHqLqYJ9gylhBdVfc_vzKL84
"You uploaded a feed photo on December 3, 2024 at 11:43 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFbRHrBAbAtYQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1733226240410?e=1778716800&v=beta&t=0_QIf3dOpuDEI7Mhne_0Lhta6V_0O6k_fAEHYA6Aihk
"You uploaded a feed photo on December 2, 2024 at 7:45 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHbtdH6nNe14Q/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1733125503984?e=1778716800&v=beta&t=BCI-ISnadQo4rYbIf8YTKB7QE1jirR_0C7gto7yBwGw
"You uploaded a feed photo on December 1, 2024 at 2:36 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEpDtV6M6zmBg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1733063800999?e=1778716800&v=beta&t=uIiWOf7RNashphrU5la_wsn1ZWQRNMPXFnec-Vtkt_I
"You uploaded a feed photo on November 30, 2024 at 4:20 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEwgSbpwgHxsg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1732983657908?e=1778716800&v=beta&t=Gd7Py0zQbDJ-2DntqCyGKLtcI9UEXpn5YfrB6teZU8c
"You uploaded a feed photo on November 28, 2024 at 11:33 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGq7gZk3s4xRQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1732793608118?e=1778716800&v=beta&t=LQwmXYh7GhVkxQDFyO_9q34OFwaMyRbtebzqAeQ42yU
"You uploaded a feed photo on November 24, 2024 at 11:13 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEAgyknvhW3gw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1732446797518?e=1778716800&v=beta&t=qr90unRYA2NeLydBfNntQVpIWHk-XnnlYRikMAaV8HM
"You uploaded a photo on November 23, 2024 at 6:23 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQFqaheoEWjWxw/comment-image-shrink_8192_1280/comment-image-shrink_8192_1280/0/1732343005672?e=1777636800&v=beta&t=UAiTRNaY6_7YFLMuR_62akGcTzZaYLD_FR8CEpYTdOE
"You uploaded a feed photo on November 22, 2024 at 7:55 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHELyPzE0kE8Q/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1732262102139?e=1778716800&v=beta&t=3zwiY4F0CN97auqEsdBa8yD45rj85oN_9RM1QBzQ5uM
"You uploaded a photo on October 30, 2024 at 6:53 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQE4YfcCSMyIFA/comment-image-shrink_8192_1280/comment-image-shrink_8192_1280/0/1730271225834?e=1777636800&v=beta&t=aXj7Eq6T3oXt87kJtYigmXzvlP8DvoD5SGGSJP8aUAA
"You uploaded a photo on October 21, 2024 at 7:02 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQHnG3bVN3b7jg/comment-image-shrink_8192_1280/comment-image-shrink_8192_1280/0/1729494151547?e=1777636800&v=beta&t=oN5-0pvOykhLippnsboiJY-7-kwd0gRYras8_OXnfE0
"You uploaded a feed photo on October 18, 2024 at 6:40 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEjQF5YuYvDOw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1729233656682?e=1778716800&v=beta&t=C5WhPJCj--8duA4s0_K2lKsei-uQVF-TirzukMk5uF4
"You uploaded a feed photo on October 14, 2024 at 10:21 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH-_52KYSYP-g/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1728901279929?e=1778716800&v=beta&t=BiDjx98jerdnKVxUg56M2Q3q1RdABaif_L_1rc3tE5s
"You uploaded a feed photo on September 9, 2024 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQE4ercMkbIkww/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1725883839265?e=1778716800&v=beta&t=ECUVJwmmMBe9j_IxIbZFpzY27rpDYFr0piCLYfKKX-c
"You uploaded a feed photo on September 4, 2024 at 8:33 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4E22AQHzAOihKpEgCA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1725438786208?e=1778716800&v=beta&t=RoMWWfRn55FTLjjmTaytUzRrsTxd4p41hoN2yz5LJP0
"You uploaded a feed photo on September 2, 2024 at 11:22 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHoDrh-90Jr2w/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1725276160003?e=1778716800&v=beta&t=cuPesMyXtlixR2t-rR2h_69KnWFIgu2q3L9sELkbMbA
"You uploaded a feed photo on August 31, 2024 at 9:04 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFIF-68zQswNw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1725095073766?e=1778716800&v=beta&t=PN_kAs-6BvnLFedY1cKaiQZaIusqQxs6MPQZwnxKbH8
"You uploaded a feed photo on August 27, 2024 at 8:51 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4E22AQE9furwAheCIA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1724748698847?e=1778716800&v=beta&t=OLgsDstmSTtCbbO7Qc2TyOVswFRlZhZsBTRREvyFl-8
"You uploaded a feed photo on August 26, 2024 at 12:29 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEvtgWW-GalfQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1724675367928?e=1778716800&v=beta&t=4y3Jsn1tdFQmRxV8jC52QTm7erLdcdE1KfsDyWKuKjQ
"You uploaded a feed photo on August 24, 2024 at 6:31 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH_ETF-T7mxtQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1724481088105?e=1778716800&v=beta&t=C5xnAswEftFy6BWiH7OfGUbv7J2L_rx6s3CkAsn1PDM
"You uploaded a feed photo on August 22, 2024 at 10:28 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHqWwDVKDfP2Q/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1724322496763?e=1778716800&v=beta&t=1bsKqrtEifi4QL2eBUnf18qZW6kT5-VsJbPMmycCACY
"You uploaded a feed photo on August 21, 2024 at 1:39 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHg7yCdI_Pggg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1724247552411?e=1778716800&v=beta&t=YXBe7L-m0ZYcyoHkK1Za_hNzK0mJZr_L2oTh00NTtu4
"You uploaded a feed photo on August 12, 2024 at 1:06 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHyU9r6tNLDew/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1723467979314?e=1778716800&v=beta&t=jjH87sQubmAlSoiStJsvFqDL3ofG9Ch9MpiRWqbz9jA
"You uploaded a feed photo on August 11, 2024 at 4:38 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFNzPR00409sQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1723394325898?e=1778716800&v=beta&t=__N6TDvcZny7npHct7qafFt9TfHeuwqNm34IwdnD0fk
"You uploaded a feed photo on August 6, 2024 at 12:08 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQERW--qw69Jkg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1722946102504?e=1778716800&v=beta&t=5BR1SkWuM8O4mHaXh5UIizOemDxH09jTIXd6Dh7Tq0c
"You uploaded a feed photo on August 4, 2024 at 2:15 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFdOeI6EFx_jg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1722780928348?e=1778716800&v=beta&t=uzHotilNo308N8EM9kU55V1VkSWn9nDIsLOK_y4flSI
"You uploaded a photo on August 2, 2024 at 11:19 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQE1mFaH47GWcA/comment-image-shrink_8192_1280/comment-image-shrink_8192_1280/0/1722597580870?e=1777636800&v=beta&t=Ld0FhSCvJT05Mm6L9ePPKcTOnyrh6O2TnKKua2hEg94
"You uploaded a feed photo on July 20, 2024 at 11:21 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFyaMU7Gh-Ztw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1721474511524?e=1778716800&v=beta&t=9HrC-9zyXPFlQceMtwz3vAGFvtLFJ0ynRjE-pNyy8M8
"You uploaded a feed photo on July 16, 2024 at 12:54 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHc_Xj3PVO5Dw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1721134482584?e=1778716800&v=beta&t=mDYw5kZqPL-ccG8KdhKURqbJItKafZEHZFRL7vIPfSM
"You uploaded a feed photo on July 15, 2024 at 1:25 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGZYjp5tn3H7Q/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1721049924054?e=1778716800&v=beta&t=LQ8sMzERjs-xhaVmAzs7IbaHzXRR4wV0Jqj-A5nJ9mk
"You uploaded a feed photo on July 10, 2024 at 8:49 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFvrsFJibyreg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1720601396364?e=1778716800&v=beta&t=J5geJYwqG34JzE4D8vjexG1qlGADMdJsO_59N5XTTM8
"You uploaded a feed photo on July 5, 2024 at 6:04 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFcXT8ZYN87cA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1720159481364?e=1778716800&v=beta&t=DmXH195PS2TzAFkYgZMhAKku3nwtypq-Up9y2DJB4t8
"You uploaded a feed photo on July 3, 2024 at 1:44 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEllyR-H2xsCQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1720014244447?e=1778716800&v=beta&t=R2c7qHd2VhvlBiA7XjlNYbl4LGEChQpNlYSlHN6KNPE
"You uploaded a feed photo on June 29, 2024 at 4:03 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQF3HYVQP8b5vw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1719676982570?e=1778716800&v=beta&t=8reDT_B2DDelJpcVqtw0hP01M_aGLltuSF-TvaSsuFw
"You uploaded a feed photo on June 25, 2024 at 9:09 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEX0dgK34GJNg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1719306549779?e=1778716800&v=beta&t=IFVe7s2dzO-OwZ0oK1kAA2gjeruliz3zlPXRjhZ2w_M
